Unnamed: 0,label,text
857,1,"The burrito is delicious, the name is very domineering, but the porridge is a little cold, and it is delivered very quickly"
858,1,"Not bad, delicious, and the service is also good"
859,1,Delicious. Great! ! ! ! ! .The service attitude is also good
860,1,"A little far, but it's OK"
861,1,"Soon, it's quite delicious, I'll buy it next time."
862,1,"Very large amount, indeed thick enough, too big to finish"
863,1,"The burrito is very real, and the shredded pork with Jingshu is all lean meat. Pumpkin porridge is average."
864,1,"The taste is very good, the chicken is very tender, I will come again next time"
865,1,"The burrito is delicious, the porridge is average"
866,1,"Thank you, Master, please be careful when it snows"
867,1,A little expensive ~ the others are good!
868,1,"It’s snowing day, thank you for your hard work! Be careful of slippery roads!"
869,1,"The taste is pretty good, quite satisfied!"
870,1,The potato shredded pork rolls are a little salty...
871,1,"Fortunately, it's a big one"
872,1,"Fast food delivery! Delicious, lots of meat"
873,1,A little salty. Babao dish is more salty (>﹏<)
874,1,The big meat roll is delicious! Just be cheaper
875,1,Favorite fried pork pancakes with shredded potatoes
876,1,"OK, the medium portion is not big, it's enough for a girl to eat, there's too much oil"
877,1,"Very good, very fast"
878,1,I thought it was how old.
879,1,"The cake tastes average, a very small bowl of porridge."
880,1,"The ingredients are very good and the taste is good, but why is the packaging so complicated? !"
881,1,"This is not delicious, it's so sad to eat"
882,1,"The amount of dishes is very sufficient, and eating a burrito and a bowl of porridge is very stressful... The packaging bag is good"
883,1,"A lot of meat, great value, try other flavors next time"
884,1,"To be honest, the meat rolls are delicious, but the delivery speed is too slow, not ordinary slow, I hope the delivery speed needs to be improved"
885,1,"Time is a little slow, other aspects are good, work hard"
886,1,"The delivery time was a little late, but it didn't matter. The uncle who delivered the meal was very good. The burrito was wrapped in tin foil. My colleague thought it was a seaweed rice dumpling from a Korean fast food restaurant. The crust was very somersault, and the mushroom and chicken were also very well-cupped. There are fewer dishes in the lunch box, but the taste is pretty good. A medium-sized burrito with a box lunch, I think it's just right."
887,1,"Sorry, it's late, it's delicious"
888,1,"Lots of meat, the burritos are very complete, and delicious"
889,1,"Very good, a little more oil."
890,1,"It was delivered very quickly, but the taste was a little lighter"
891,1,The fragrant porridge is warm after drinking it~~~ Delicious rolls~~ There are delicious dishes and rice~~~ Delicious! ! !
892,1,Hope the spicy cabbage improves the taste.
893,1,"A little fat... a little greasy, it tastes pretty good"
894,1,"Buy it often, and it's very good to buy the rolls. It's too unpleasant to eat the first time I buy the eight-treasure dish. I suggest you change it."
895,1,"Buy frequently. , tastes good,. Easy to eat"
896,1,The pumpkin porridge is a little cold but it is also delicious~ The sauce-flavored chicken leg burrito is delicious~ A girl can eat it full~ A boy may want a large portion~
897,1,"All are good, but the amount is a little small, not enough to eat."
898,1,"It would be great if the delivery was on time. The store gave the gloves, which were very good. The packaging of kraft paper and the rolls were wrapped in tin foil, which was very healthy and hygienic."
899,1,"The packaging is exquisite, the meal delivery is timely, and the delivery staff has a good attitude. The meat is more delicious."
900,1,very good! Thank you for your hard work!
901,1,I ate a wire on a steel wicker ball
902,1,The delivery guy has a very good attitude! So much meaty! But I think I can choose rice to exchange for burritos? I also made a note in the order confidently
903,1,"Ten minutes later than expected, and it's still punctual"
904,1,It was pretty early today. . . . . .
905,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E4%B8%9C%E8%A5%BF%E4%B8%8D%E9%94%99%EF%BC%8C%E6%8C%BA%E5%A5%BD%E5%90%83%E7%9A%84%E3%80%82 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
906,1,Very delicious. Delivery is very on time! I like it very much. Like Like Like Like Like
907,1,The crusty egg lean meat porridge tastes too light...
908,1,This time it's very fast and tastes good.
909,1,"The delivery staff service is very good. Very satisfied,"
910,1,"Very delicious, with lots of meat, I ate it twice in a row"
911,1,"Delicious, a lot of meat, eat this for two consecutive days"
912,1,"Not bad, very fast"
913,1,"Vegan, not very good, I feel the sauce on the dish"
914,1,"I didn't deliver juice, I've told the deliveryman"
915,1,It would be better to hurry up~~~~
916,1,"A burrito and a bowl of porridge, just right"
917,1,tasty! The egg porridge was a bit too thick... I almost ate the tin foil! Woo woo...
918,1,"The porridge is delicious, the delivery time is fast, the burrito content is great, but it would be better if the crust is cooked a little more"
919,1,"I like the seller's packaging, I'll come next time"
920,1,"Super delicious! ! ! It's arrived very soon, a large portion~~"
921,1,"Very delicious, not greasy, worth recommending"
922,1,"Clean, satisfied, come many times"
923,1,Please make sure to raise your salary for the meal delivery guy
924,1,"The skinny egg lean meat porridge tastes strange_(:3""∠)_The kind I can't get used to..."
925,1,"It's really good, the elbow is better"
926,1,"Not bad, I didn’t expect that the universe burrito looks like this, and the porridge is still hot! ! !"
927,1,"Vegan is too unpalatable, too light, other good"
928,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E8%BF%98%E5%8F%AF%E4%BB%A5%EF%BC%8C%E5%AE%B6%E5%B8%B8%E5%91%B3%E9%81%93%E3%80%82%E4%B8%8B%E9%A5%AD (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
929,1,"The taste is good, but the delivery is a little slower. Ye Liangchen has seen too many of the following online, one childish child"
930,1,"It was ordered for a colleague, very good!"
931,1,"Very delicious, it was delivered downstairs on rainy days. Thank you very much, but it was a bit salty"
932,1,The cake is pretty good. Just a little slower
933,1,"The taste is OK, but it's a bit slow"
934,1,"The meat is thin and the taste is good, and the taste is very large"
935,1,"Not bad, there is really enough meat! Just a little thinner"
936,1,Shredded potatoes are delicious
937,1,Just cook the vegetables in the elbow vegetable bibimbap~~
938,1,"Delicious, so big burrito, so much meat, so good deal, I will order it next time, thank you for your hard work"
939,1,"At the beginning, I gave the wrong gift, the elbows I asked for and the vegetables I gave. Fortunately, the after-sales service was done well, and I gave another one. Regardless of whether the taste was good or not, at least the attitude was good, so I must give a good review! !"
940,1,"Delicious, it will be even better if you heat it up"
941,1,"Overall it's pretty good, keep paying attention."
942,1,The porridge is not delicious! The cake is good! come on
943,1,"Very good, very good, super fast and delicious. . I've eaten for a month and still want to eat it"
944,1,"Very delicious, a lot of meat and sufficient ingredients"
945,1,"It took 40 minutes to come to Sanyi Temple from Renmin University's store, but it was noon, and the store also apologized. I understand"
946,1,"The delivery speed is very fast, the cake is delicious"
947,1,"As always, today's situation is understood"
948,1,Not bad~~The packaging bag is very good! There is also a one-time puzzle.
949,1,"Things are still as good as ever, but I don't know why this time it's slow"
950,1,"Taste is pretty good, a little dry"
951,1,"Good guy, I finally delivered it"
952,1,"Delivery quickly, it arrived shortly after placing an order"
953,1,"The meal took 1 hour and 40 minutes to receive, and it was super unpalatable. In short, it was super slow and unpalatable. Whoever ordered would regret it"
954,1,"The delivery speed is very fast. The price of takeaway is right, so I won't buy it at the store at 20"
955,1,as always. Not bad. ! ! ! !
956,1,Very convenient and tastes very good~
957,1,Tastes very good and tastes convenient ~
958,1,"Delicious, very sufficient, delivery speed is fast enough, it is very hot when delivered"
959,1,"As always, the delivery is super fast, the pumpkin porridge is not as thick as the last time"
960,1,"Taste good, fast, good."
961,1,"Time is about to catch up, I almost went out hungry, the food is delicious, and it is not easy for the delivery guy to do it. Like"
962,1,"Very soon, very good"
963,1,"Lots of meat, good taste, and fast delivery"
964,1,"Taste good! A little thick skin, keep working hard"
965,1,I ordered a medium portion and felt a little too full. I ordered a large portion but didn’t make me die. This is too big! ! !
966,1,"Good taste, affordable price, good reviews"
967,1,"The fish-flavored shredded pork is delicious, the potatoes are a little oily"
968,1,"Taste is very good, it's still hot when delivered"
969,1,"The elbow meat is very good, and the vegetarian ones are basically no dishes, so I only have sauce. Delivery speed is OK. Arrived in less than an hour."
970,1,"Fish-flavored shredded pork burritos are not as delicious as pure meat, a bit salty"
971,1,"Very delicious, continue next time!"
972,1,Very delicious and affordable.
973,1,"Taste is pretty good, smaller than expected...it doesn't feel very worth it"
974,1,Super delicious! And it's simply fast!
975,1,"Great service, so handsome"
976,1,"The delivery is slow, you need to order one and a half hours in advance, there are few burritos, all cakes, and the porridge is average, but there are discounted prices and it is worth it"
977,1,Have developed the habit of ordering meals at their house
978,1,"Very good, it's a bit far from us"
979,1,"Too much sesame oil for fish, it's a little hard to clean up"
980,1,"Super delicious, and the delivery is quick!"
981,1,The taste is OK.
982,1,It tastes good and is very fast.
983,1,"It's really too long, so I can't order food with Baidu Takeaway in the future. It will take 2 hours to deliver each order."
984,1,"Like to eat, but small amount"
985,1,"Delicious, but small"
986,1,"Haven't eaten yet, but soon, like it"
987,1,"OK, you can eat it"
988,1,"I didn’t give the rice bowl, so I gave it two gloves. . . ."
989,1,"Very delicious, and the packaging is great"
990,1,"The noodles of the burrito are sticky, the porridge is pretty good"
991,1,Very delicious---------------------------
992,1,"Fortunately, it’s this time! Two and a half hours! It's only 1.5 kilometers away! This time 1 I walked back and forth twice is enough."
993,1,Not bad! Very cheap! Buy it next time
994,1,good! Hope it's always so good
995,1,"Not bad, this is the second time I ordered the chicken roll with mushrooms, it is still delicious. Great, there are also skin egg lean meat porridge, two combinations, and the price is very cheap."
996,1,"Very environmentally friendly bag, this one is a thumbs up! The cake is not enough to eat, and the noodles are not tough enough. The mushroom chicken rice bowl is delicious!"
997,1,"I gave it wrong, the store gave me a new one, which is good~"
998,1,"Slow, slower every time, no longer determined"
999,1,The beautiful boss has added new dishes →_→
1000,1,I'm sorry to write it as Sanyi Temple.
1001,1,I'll try new dishes first
1002,1,Great to keep on working
1003,1,"Keep working hard, I didn't pay attention to checking it just now, and it was delivered in just over 10 minutes. I misunderstood the store, I'm sorry, I order frequently, so I apologize for adding good reviews. Thank you"
1004,1,I went to Renmin University store once and the service was very good
1005,1,"The courier guy will continue to accelerate in the future, come on"
1006,1,"Order here often, it tastes great, keep working hard and apologize for my mistake just now"
1007,1,"Delivered a long time ago, I forgot to confirm it. I'm sorry, guy and the store owner"
1008,1,Is this really skin egg lean meat porridge? ! Very disappointed...
1009,1,It's obviously said not to be spicy... It's so spicy...
1010,1,"I didn't expect it was bacon, I didn't like it very much"
1011,1,good. Very quickly
1012,1,"OK, a little dry."
1013,1,"Good packaging, full gloves and napkins, and tastes good"
1014,1,The burrito is very delicious!
1015,1,"The burrito is so delicious! Vegetable chicken rolls, the chicken is very sufficient, and the vegetables include green peppers, mushrooms, bean sprouts, onions, and shredded potatoes. Taste is light, not greasy, very healthy!"
1016,1,very good! ! !
1017,1,Hope it will not be delivered in 2 hours next time
1018,1,Very delicious.
1019,1,"It tastes pretty good, but there are fewer potato shreds"
1020,1,The courier is very efficient! Thanks
1021,1,Just stew some elbow meat
1022,1,"I've booked several times, it's really good!"
1023,1,A little greasy ~ others are very good
1024,1,"Very delicious, the noodles are very chewy, and the sauce is also very delicious"
1025,1,"Don't you read the notes at home? I said I put two bags, bought them for someone else, and used one bag, how can I get it?"
1026,1,"A little spicy, not bad, but boys may eat too little"
1027,1,Delicious and delicious
1028,1,"The thing is OK, but the speed is slower."
1029,1,"The elbow taste is not very strong, but the burrito is not greasy and has a good taste."
1030,1,"It tastes good, but it's so spicy! I feel a little bit greasy when I take out the peppers. I can try it if I can eat spicy food!"
1031,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E5%91%B3%E9%81%93%E5%BE%88%E5%A5%BD%E4%B9%9F%E5%BE%88%E8%B4%9F%E8%B4%A3 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
1032,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E7%9A%AE%E8%9B%8B%E7%98%A6%E8%82%89%E7%B2%A5%2C%E6%88%91%E4%B8%80%E7%9C%8B%E8%BF%98%E4%BB%A5%E4%B8%BA%E6%98%AF%E7%99%BD%E7%B2%A5%E3%80%82%E3%80%82%E3%80%82 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
1033,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E5%BE%88%E5%A5%BD%E5%90%83%EF%BC%8C%E6%80%BB%E7%88%B1%E7%82%B9%E4%BB%96%E5%AE%B6%E7%9A%84%E9%A5%AD%E5%BD%93%E5%B7%A5%E4%BD%9C%E9%A4%90%E3%80%82 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
1034,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E9%80%81%E9%A4%90%E5%91%98%E8%BE%9B%E8%8B%A6%E4%BA%86%EF%BC%81 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
1035,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E9%80%81%E9%A4%90%E7%9A%84%E5%A4%A7%E5%8F%94%E8%BE%9B%E8%8B%A6%E4%BA%86%EF%BC%81 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
1036,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E8%BF%99%E6%AC%A1%E5%BE%88%E5%BF%AB%EF%BC%8C%E8%BF%BD%E5%8A%A0%EF%BC%8C%E5%B8%8C%E6%9C%9B%E4%B8%8B%E6%AC%A1%E4%B9%9F%E8%BF%99%E4%B9%88%E5%BF%AB%EF%BC%8C%E5%93%88%E5%93%88 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
1037,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E5%BE%88%E5%A5%BD%2C%E5%91%B3%E9%81%93%E6%B7%A1%E6%B7%A1%E7%9A%84%2C%E8%80%8C%E4%B8%94%E5%BE%88%E5%B9%B2%E5%87%80 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
1038,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E9%80%81%E9%A4%90%E9%80%9F%E5%BA%A6%E5%BF%AB%EF%BC%8C%E5%91%B3%E9%81%93%E4%B8%8D%E9%94%99%E3%80%82 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
1039,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E7%BB%88%E4%BA%8E%E5%90%83%E5%88%B0%E5%A5%BD%E5%90%83%E7%9A%84%E9%B1%BC%E9%A6%99%E8%82%89%E4%B8%9D%E4%BA%86%2C%E8%99%BD%E7%84%B6%E6%9C%89%E7%82%B9%E6%85%A2 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
1040,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%EE%90%A0%E9%80%9F%E5%BA%A6%E9%9C%80%E5%8A%AA%E5%8A%9B%EF%BC%8C%E5%86%8D%E6%8E%A5%E5%86%8D%E5%8E%89%2C%EE%90%A0%2C%EE%90%A0 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
1041,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E9%80%9F%E5%BA%A6%E9%9C%80%E6%8F%90%E5%8D%87%EF%BC%8C%E5%86%8D%E6%8E%A5%E5%86%8D%E5%8E%89 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
1042,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E5%BE%88%E5%A5%BD%E5%BE%88%E5%BC%BA%E5%A4%A7 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
1043,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E5%8D%B7%E9%A5%BC%E5%91%B3%E9%81%93%E5%BE%88%E5%A5%BD%EF%BC%8C%E5%8C%85%E8%A3%85%E5%8D%AB%E7%94%9F%EF%BC%8C%E4%B8%8D%E8%BF%87%E7%94%B7%E5%90%8C%E5%AD%A6%E4%B8%80%E4%B8%AA%E4%B8%AD%E4%BB%BD%E5%90%83%E4%B8%8D%E9%A5%B1...... (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
1044,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E6%88%91%E6%83%B3%E8%AF%B4%E6%88%91%E7%9A%84%E7%9A%AE%E8%9B%8B%E7%98%A6%E8%82%89%E7%B2%A5%E5%91%A2%2C%E5%B0%B1%E5%85%89%E6%8A%8A%E5%8D%B7%E9%A5%BC%E9%80%81%E6%9D%A5%E4%BA%86%2C%E7%B2%A5%E5%91%A2%EF%BC%9F (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
1045,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E4%B8%8D%E9%94%99%EF%BC%81%E7%BB%8F%E6%B5%8E%E5%AE%9E%E6%83%A0 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
1046,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E9%9D%9E%E5%B8%B8%E5%AE%9E%E6%83%A0%EF%BC%81%E8%82%98%E5%AD%90%E7%A8%8D%E5%BE%AE%E6%9C%89%E7%82%B9%E8%85%BB%2C%E5%9C%9F%E8%B1%86%E5%8D%B7%E5%BE%88%E5%A5%BD%E5%90%83 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
1047,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E8%99%BD%E7%84%B6%E6%97%B6%E9%97%B4%E6%AF%94%E8%BE%83%E9%95%BF%EF%BC%8C%E4%BD%86%E6%98%AF%E5%8F%AF%E4%BB%A5%E7%90%86%E8%A7%A3%EF%BC%8C%28%E2%8A%99o%E2%8A%99%29%E2%80%A6 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
1048,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%AE%9A%2C%E6%8C%BA%E5%A5%BD%E5%90%83%E7%9A%84%2C%E5%B0%B1%E6%98%AF%E6%9C%89%E7%82%B9%E6%85%A2%2C%E5%8F%AF%E8%83%BD%E8%B7%9D%E7%A6%BB%E6%9C%89%E4%BA%9B%E8%BF%9C (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
1049,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E7%BB%8F%E5%B8%B8%E8%AE%A2%E4%BB%96%E5%AE%B6%E7%9A%84%E5%8D%B7%E9%A5%BC%E5%90%83 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
1050,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E5%91%B3%E9%81%93%E6%9C%89%E7%82%B9%E6%80%AA%EF%BC%8C%E5%8F%AF%E8%83%BD%E4%B8%AA%E4%BA%BA%E5%8E%9F%E5%9B%A0%EF%BC%8C%E4%B8%8D%E7%88%B1%E5%90%83 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
1051,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E9%80%9F%E5%BA%A6%E8%BF%98%E5%8F%AF%E4%BB%A5%EF%BC%81%E4%B8%8B%E7%9D%80%E9%9B%A8%E5%91%A2 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
1052,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E9%80%81%E9%A4%90%E5%BF%AB%EF%BC%8C%E5%8D%B7%E9%A5%BC%E5%A5%BD%E5%90%83 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
1053,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E9%80%81%E7%9A%84%E8%B6%85%E7%BA%A7%E5%BF%AB~~~%E4%BA%AC%E9%85%B1%E8%82%89%E4%B8%9D%E5%8D%B7%E5%A5%BD%E5%A5%BD%E5%90%83 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
1054,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E7%9C%9F%E6%B2%A1%E4%BC%A0%E8%AF%B4%E4%B8%AD%E7%9A%84%E9%82%A3%E4%B9%88%E5%A5%BD%E5%90%83%EF%BC%8C%E4%B9%9F%E5%8F%AF%E8%83%BD%E6%98%AF%E5%9B%A0%E4%B8%BA%E6%88%91%E7%82%B9%E7%9A%84%E6%98%AF%E7%8C%AA%E8%82%98%E5%8D%B7%E9%A5%BC%E7%9A%84%E7%BC%98%E6%95%85%E5%90%A7%E3%80%82%E5%8F%8D%E6%AD%A3%E8%8F%9C%E5%A4%AA%E5%B0%91%E4%BA%86%EF%BC%8C%E8%82%89%E5%A4%AA%E5%A4%9A%E4%BA%86%EF%BC%8C%E5%B0%A4%E5%85%B6%E6%98%AF%E5%A5%BD%E5%A4%9A%E8%82%A5%E8%82%89%E5%A4%84%E7%90%86%E7%9A%84%E4%B8%8D%E5%A4%AA%E5%A5%BD%EF%BC%8C%E5%90%83%E8%B5%B7%E6%9D%A5%E8%85%BB%E6%AD%BB%E4%BA%86%E3%80%82%E5%A6%82%E6%9E%9C%E8%82%A5%E8%82%89%E9%83%A8%E5%88%86%E5%8E%BB%E8%85%BB%E5%B0%B1%E5%A5%BD%E4%BA%86%E3%80%82 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
1055,1,Not bad. I bought two servings. The mushroom chicken is particularly fragrant and delicious. The chili pepper and shredded potatoes taste a bit too light. Delicious and convenient.
1056,1,"I gave it very quickly today, but it was not very pleasant to go downstairs"
1057,1,"A very good delivery guy, the burritos are delicious and the porridge is delicious. I really recommend it!"
1058,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E9%80%9F%E5%BA%A6%E5%A4%AA%E5%BF%AB%E4%BA%86%E3%80%82%E3%80%82%E3%80%82%E5%AE%9A%E7%9A%8412%E7%82%B911%E7%82%B917%E5%B0%B1%E5%88%B0%E4%BA%86 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
1059,1,"Never order porridge, it's a trick"
1060,1,The cake is not what I want to eat
1061,1,"I was shocked and delivered it in fifteen minutes after paying the money. I bought it many times. It tastes delicious, clean and nutritious."
1062,1,The burrito is very delicious ~
1063,1,"Very clean, tastes suitable, satisfied"
1064,1,"The order was delivered at 11:45, and it will arrive at 10:30. I can't eat it at work, so I can only eat it cold in a while."
1065,1,I like the rolls that eat mushroom chicken the most! Great love!
1066,1,"Very good, the second time"
1067,1,Delicious and fast!
1068,1,tasty! Fast speed!
1069,1,"I feel uncomfortable after eating, isn’t oil bad?"
1070,1,"For more than an hour... Fortunately, I didn't make it with the hope of getting there soon."
1071,1,"Love the cosmic burritos, the delivery is quick and very cost-effective"
1072,1,"I like cosmic burritos and the meal is delivered very quickly, but it is not as delicious as it is cold"
1073,1,Very affordable and good!
1074,1,I'm a little tired of eating the meat rolls. I'm just a matter of personal taste. The skinny egg lean meat porridge is good
1075,1,"Great, fast, delicious, just a little more porridge, I hope to adopt"
1076,1,"I gave it very quickly and gave a lot, but it was slightly salty. The packaging was very thoughtful. Thanks"
1077,1,"The taste is OK, wrapped in tin foil and can still be heated. The lean egg porridge is very good and delicious than Jiaheyipin. The packaging is exquisite. There are also disposable gloves, which are very attentive. Photos cannot be transferred from Baidu Takeout. . ."
1078,1,"Elbows are still better than potatoes, so I insist on eating meat"
1079,1,"Still very good, and very hot"
1080,1,"The gift was too fast, the master worked very hard, thank you."
1081,1,The taste is too sweet ~
1082,1,"Delicious, well-packaged, clean and hygienic"
1083,1,It's good to eat it several times
1084,1,Taste is pretty good~ I like the packaging with love~
1085,1,It tastes good and it was still hot when delivered.
1086,1,"The price is right, the surface is a bit tough"
1087,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E5%BE%88%E9%85%B7%E7%9A%84%E5%AE%87%E5%AE%99%E5%8D%B7%E9%A5%BC%EF%BC%8C%E5%8C%85%E8%A3%85%E9%AB%98%E7%BA%A7%EF%BC%8C%E5%88%86%E9%87%8F%E8%B6%B3 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
1088,1,It was very slow to give
1089,1,"Fortunately, the taste is good and the amount is large"
1090,1,"The packaging is super good, and the cake is very affordable!"
1091,1,Too fast. . . . It's an hour faster than I set
